parent_asin,selection_frequency,quality_tier
B07N9B8LFS,1.0,high_confidence
B07NBPCJQG,1.0,high_confidence
B07NJKMYDJ,1.0,high_confidence
B07NK3N6WT,1.0,high_confidence
B07NP766CS,1.0,high_confidence
B07NZ4YQ3F,1.0,high_confidence
B07NZZGR2D,1.0,high_confidence
B07PBRMDPZ,1.0,high_confidence
B07PFL7W3T,1.0,high_confidence
B07PFRTVJF,1.0,high_confidence
B07PFY1Z34,1.0,high_confidence
B07PGR9HSV,1.0,high_confidence
B07PH33837,1.0,high_confidence
B07PK2LMDM,1.0,high_confidence
B07PQRRLXL,1.0,high_confidence
B07PRSF6QY,1.0,high_confidence
B07PRVKWJG,1.0,high_confidence
B07PS9NTSP,1.0,high_confidence
B07PVFXG4S,1.0,high_confidence
B07PWNBLG7,1.0,high_confidence
B07PZFRN4Z,1.0,high_confidence
B07Q2CRDLC,1.0,high_confidence
B07Q2MLX5N,1.0,high_confidence
B07Q5N48QM,1.0,high_confidence
B07Q5SNZ2Z,1.0,high_confidence
B07Q7ZYD3R,1.0,high_confidence
B07Q8JZLK6,1.0,high_confidence
B07QGCT8V4,1.0,high_confidence
B07QPWX8FR,1.0,high_confidence
B07QPZ2ZBT,1.0,high_confidence
B07QR1MM48,1.0,high_confidence
B07QRW6JL1,1.0,high_confidence
B07QTPM2S8,1.0,high_confidence
B07QV3RG6Q,1.0,high_confidence
B07R44XVQS,1.0,high_confidence
B07R5D462C,1.0,high_confidence
B07RD3GYP8,1.0,high_confidence
B07RJTN4CS,1.0,high_confidence
B07RLF89X5,1.0,high_confidence
B07RNQHLKX,1.0,high_confidence
B07RQSN383,1.0,high_confidence
B07RRPLXF4,1.0,high_confidence
B07RS9LSPF,1.0,high_confidence
B07RWQ61F7,1.0,high_confidence
B07RWZDSM1,1.0,high_confidence
B07RYCGRXX,1.0,high_confidence
B07S7CWLPQ,1.0,high_confidence
B07S7Z3CMK,1.0,high_confidence
B07S88TKXW,1.0,high_confidence
B07S8NW7PV,1.0,high_confidence
B07SHJFS4T,1.0,high_confidence
B07SMWH3S9,1.0,high_confidence
B07SQSFLWK,1.0,high_confidence
B07SSLZ7SD,1.0,high_confidence
B07SSX1Z5D,1.0,high_confidence
B07SYP8S4C,1.0,high_confidence
B07T7JPJ8V,1.0,high_confidence
B07TFNMTV1,1.0,high_confidence
B07TNFL6TH,1.0,high_confidence
B07TQ89ZQ9,1.0,high_confidence
B07TVDN6JH,1.0,high_confidence
B07TVHSDMQ,1.0,high_confidence
B07TWT43SP,1.0,high_confidence
B07V6PKCCG,1.0,high_confidence
B07VCBPTWG,1.0,high_confidence
B07VCQT55H,1.0,high_confidence
B07VFPS68P,1.0,high_confidence
B07VG1LQJC,1.0,high_confidence
B07VGPCTQX,1.0,high_confidence
B07VMTLL26,1.0,high_confidence
B07VQLJZ73,1.0,high_confidence
B07VTR9J38,1.0,high_confidence
B07VXNWQ85,1.0,high_confidence
B07VXRB6NG,1.0,high_confidence
B07VYGB7M6,1.0,high_confidence
B07W462WQ8,1.0,high_confidence
B07W4CFNFG,1.0,high_confidence
B07W4WJR3W,1.0,high_confidence
B07WK5D8T9,1.0,high_confidence
B07WK8T3ZB,1.0,high_confidence
B07WP1VDG9,1.0,high_confidence
B07WR25G4W,1.0,high_confidence
B07WSNM7X9,1.0,high_confidence
B07WYG5ZJ2,1.0,high_confidence
B07X3MGMJR,1.0,high_confidence
B07X7DLK5X,1.0,high_confidence
B07XD12SCC,1.0,high_confidence
B07XDJX81Q,1.0,high_confidence
B07XFNGHZT,1.0,high_confidence
B07XH1PJY3,1.0,high_confidence
B07XHHD78J,1.0,high_confidence
B07XHQDJWN,1.0,high_confidence
B07XJZ53PM,1.0,high_confidence
B07XTS3NZT,1.0,high_confidence
B07XVS4BKZ,1.0,high_confidence
B07XWDJ7PL,1.0,high_confidence
B07XZ9RDG8,1.0,high_confidence
B07Y19WHCH,1.0,high_confidence
B07Y2ZYKRS,1.0,high_confidence
B07Y3142BB,1.0,high_confidence
B07Y4WKK7Q,1.0,high_confidence
B07YDGZ7P8,1.0,high_confidence
B07YGRH855,1.0,high_confidence
B07YHBF835,1.0,high_confidence
B07YLW6RM2,1.0,high_confidence
B07YWNR2NC,1.0,high_confidence
B07Z8GJ48T,1.0,high_confidence
B07Z9NPB25,1.0,high_confidence
B07ZR5X7G4,1.0,high_confidence
B07ZWJDDQ3,1.0,high_confidence
B07ZXYSDB1,1.0,high_confidence
B08129JCW4,1.0,high_confidence
B0812Z7RZY,1.0,high_confidence
B0815NYYF5,1.0,high_confidence
B0819CN25R,1.0,high_confidence
B081CML5WK,1.0,high_confidence
B081JX95TW,1.0,high_confidence
B081K9HCJ4,1.0,high_confidence
B081SMBYXT,1.0,high_confidence
B081SQN692,1.0,high_confidence
B081TWX2LR,1.0,high_confidence
B081V7ZBPT,1.0,high_confidence
B081VL5DWQ,1.0,high_confidence
B081VSN1QP,1.0,high_confidence
B08223CR17,1.0,high_confidence
B08224J2ZG,1.0,high_confidence
B0825RFGR9,1.0,high_confidence
B082BWDVJV,1.0,high_confidence
B082FG7LFW,1.0,high_confidence
B082KLVY98,1.0,high_confidence
B082QN637V,1.0,high_confidence
B082TXYP5R,1.0,high_confidence
B082YKRMG7,1.0,high_confidence
B0831QQKSH,1.0,high_confidence
B08323WH88,1.0,high_confidence
B0832RS3C3,1.0,high_confidence
B083BYBP26,1.0,high_confidence
B083DW426M,1.0,high_confidence
B083G34TB8,1.0,high_confidence
B083QRC2DF,1.0,high_confidence
B083SDLMWT,1.0,high_confidence
B083SLLZNV,1.0,high_confidence
B083TLNBGW,1.0,high_confidence
B083VHP6BM,1.0,high_confidence
B08437CMQS,1.0,high_confidence
B08459WDVV,1.0,high_confidence
B084BYD9KR,1.0,high_confidence
B084JBKQVQ,1.0,high_confidence
B084R6L5W4,1.0,high_confidence
B084RWDBVW,1.0,high_confidence
B084YSPW2M,1.0,high_confidence
B084YZKSWK,1.0,high_confidence
B08548KQG6,1.0,high_confidence
B085L58P9F,1.0,high_confidence
B085VV7GVJ,1.0,high_confidence
B085W27C7N,1.0,high_confidence
B085X84YJD,1.0,high_confidence
B085Y3HZV2,1.0,high_confidence
B08637PK3Y,1.0,high_confidence
B08664M5ZF,1.0,high_confidence
B08667ZJPV,1.0,high_confidence
B08678QV6Z,1.0,high_confidence
B086BLWX9H,1.0,high_confidence
B086BMHQDQ,1.0,high_confidence
B086HXJ2GY,1.0,high_confidence
B086PJQ7HV,1.0,high_confidence
B086TQT1MV,1.0,high_confidence
B086YMXTQL,1.0,high_confidence
B0871W41JG,1.0,high_confidence
B0873CNY44,1.0,high_confidence
B0876BP8LJ,1.0,high_confidence
B087CSYVVP,1.0,high_confidence
B087S13L3Q,1.0,high_confidence
B087T18CQ5,1.0,high_confidence
B087WRMBKT,1.0,high_confidence
B0882LSYMV,1.0,high_confidence
B0883CCM22,1.0,high_confidence
B0888TLFWX,1.0,high_confidence
B088FGHKZJ,1.0,high_confidence
B088GY1MK1,1.0,high_confidence
B088HCZVB4,1.0,high_confidence
B088KJ1XGY,1.0,high_confidence
B088KV9JBZ,1.0,high_confidence
B088M19KJ3,1.0,high_confidence
B088NLX216,1.0,high_confidence
B088PRXWVR,1.0,high_confidence
B0891LTVHT,1.0,high_confidence
B0891WVBRD,1.0,high_confidence
B0894G7J42,1.0,high_confidence
B0895GRVYV,1.0,high_confidence
B08975T43L,1.0,high_confidence
B089CZR8RX,1.0,high_confidence
B089D6Y6R5,1.0,high_confidence
B089GGGX1C,1.0,high_confidence
B089Y37G5Y,1.0,high_confidence
B089Y6GQ41,1.0,high_confidence
B089ZZY1R6,1.0,high_confidence
B08B55DZ34,1.0,high_confidence
B08B62ZW7H,1.0,high_confidence
B08B8BKPQS,1.0,high_confidence
B08BMSXBDC,1.0,high_confidence
B08C9Q1WBT,1.0,high_confidence
B08CGSXBW8,1.0,high_confidence
B08CQ8GSXW,1.0,high_confidence
B08CXZSG6L,1.0,high_confidence
B08D222F93,1.0,high_confidence
B08D6KFBK6,1.0,high_confidence
B08DCR5V7Q,1.0,high_confidence
B08DCWH1DT,1.0,high_confidence
B08DJXX7FD,1.0,high_confidence
B08DQWGMLZ,1.0,high_confidence
B08DTJYQZ4,1.0,high_confidence
B08DTW7C7G,1.0,high_confidence
B08F5GXT67,1.0,high_confidence
B08FLYBP2J,1.0,high_confidence
B08FX6MNS6,1.0,high_confidence
B08FYG9V9D,1.0,high_confidence
B08FZZDMM6,1.0,high_confidence
B08G1N5KS1,1.0,high_confidence
B08G1YP48X,1.0,high_confidence
B08GK5PSMZ,1.0,high_confidence
B08GKQBFLN,1.0,high_confidence
B08GYHV8XQ,1.0,high_confidence
B08H5HLF5C,1.0,high_confidence
B08HJ4XLMH,1.0,high_confidence
B08HWDR881,1.0,high_confidence
B08HY8Y88J,1.0,high_confidence
B08HZ5L666,1.0,high_confidence
B08J3WDDH2,1.0,high_confidence
B08J7GVYQP,1.0,high_confidence
B08KDD82VV,1.0,high_confidence
B08KHF1G8R,1.0,high_confidence
B08KP3CM45,1.0,high_confidence
B08KSH4DSN,1.0,high_confidence
B08L13H7SY,1.0,high_confidence
B08LMW1KKD,1.0,high_confidence
B08LQHMBN2,1.0,high_confidence
B08LW3Z4RS,1.0,high_confidence
B08M3GR8DV,1.0,high_confidence
B08MBM15JB,1.0,high_confidence
B08MCH6YCV,1.0,high_confidence
B08MDRTL62,1.0,high_confidence
B08MV1VVKR,1.0,high_confidence
B08MVNJV1Q,1.0,high_confidence
B08MX457SY,1.0,high_confidence
B08N5SJZ1H,1.0,high_confidence
B08NJBHDXG,1.0,high_confidence
B08NT3L5F8,1.0,high_confidence
B08NTGBDD8,1.0,high_confidence
B08P3QBLN8,1.0,high_confidence
B08P3X9Z5M,1.0,high_confidence
B08P3YBW2V,1.0,high_confidence
B08P53R3CN,1.0,high_confidence
B08P7HS6QL,1.0,high_confidence
B08PKRFP6K,1.0,high_confidence
B08PNMCZF7,1.0,high_confidence
B08PW3W1JR,1.0,high_confidence
B08Q4MMMK9,1.0,high_confidence
B08QLZKV95,1.0,high_confidence
B08QM9YNQL,1.0,high_confidence
B08QN272FH,1.0,high_confidence
B08QR3C2ZS,1.0,high_confidence
B08QVM3WF6,1.0,high_confidence
B08QZPT132,1.0,high_confidence
B08RWFJMKS,1.0,high_confidence
B08S3S6XXL,1.0,high_confidence
B08S3V99RN,1.0,high_confidence
B08SBT4WF1,1.0,high_confidence
B08SHV7ZXM,1.0,high_confidence
B08SM2QZYW,1.0,high_confidence
B08SS3Y79W,1.0,high_confidence
B08TMHSWSB,1.0,high_confidence
B08TT99ZQZ,1.0,high_confidence
B08TTGGJK9,1.0,high_confidence
B08V13PVM8,1.0,high_confidence
B08V2YJ8XV,1.0,high_confidence
B08V4GZBDV,1.0,high_confidence
B08V8CXHKT,1.0,high_confidence
B08VDM4G8B,1.0,high_confidence
B08VPRCD79,1.0,high_confidence
B08VS8LDQ7,1.0,high_confidence
B08VWJHDPD,1.0,high_confidence
B08W4JXR19,1.0,high_confidence
B08WJHVY6P,1.0,high_confidence
B08WJNJXK6,1.0,high_confidence
B08WNSM4KN,1.0,high_confidence
B08WZ4Z457,1.0,high_confidence
B08X6CZS6R,1.0,high_confidence
B08XB8C1LT,1.0,high_confidence
B08XBKDH2N,1.0,high_confidence
B08Y8ZJJC1,1.0,high_confidence
B08YF4S521,1.0,high_confidence
B08YLGDX8R,1.0,high_confidence
B08YN7FJC2,1.0,high_confidence
B08ZL3FV14,1.0,high_confidence
B09128LCHS,1.0,high_confidence
B0912MMSQS,1.0,high_confidence
B0914WCL2M,1.0,high_confidence
B0917H9CPN,1.0,high_confidence
B091DSJ7CW,1.0,high_confidence
B091F4M4W1,1.0,high_confidence
B091KF9SQY,1.0,high_confidence
B091KX3PWR,1.0,high_confidence
B0924TBGKP,1.0,high_confidence
B0925B1PGV,1.0,high_confidence
B0925BQY1H,1.0,high_confidence
B092JJHWL5,1.0,high_confidence
B092ZSLYPL,1.0,high_confidence
B0933PB1NY,1.0,high_confidence
B0934WPG9J,1.0,high_confidence
B093P3MCWT,1.0,high_confidence
B093SWWV8X,1.0,high_confidence
B09471F3BG,1.0,high_confidence
B0949GR8H9,1.0,high_confidence
B094BZMRLZ,1.0,high_confidence
B094DCVP8Q,1.0,high_confidence
B094NC7LGG,1.0,high_confidence
B094W6VZGC,1.0,high_confidence
B094XKH39G,1.0,high_confidence
B094YX5VVJ,1.0,high_confidence
B0954QMP4D,1.0,high_confidence
B095BKZBRQ,1.0,high_confidence
B095P8283H,1.0,high_confidence
B095PZG4SR,1.0,high_confidence
B095QW81G7,1.0,high_confidence
B095RBSFRX,1.0,high_confidence
B096B6CXWG,1.0,high_confidence
B096BH37XZ,1.0,high_confidence
B096DWNW67,1.0,high_confidence
B096FNZ278,1.0,high_confidence
B096FXGVF5,1.0,high_confidence
B096HSB13N,1.0,high_confidence
B096KRMSQY,1.0,high_confidence
B096LB9ZWR,1.0,high_confidence
B096LVYWCP,1.0,high_confidence
B096LZTHJ1,1.0,high_confidence
B096WW7MXD,1.0,high_confidence
B096ZNVBDC,1.0,high_confidence
B097C1Q6P3,1.0,high_confidence
B097FV5249,1.0,high_confidence
B097M69MDY,1.0,high_confidence
B097NZH8PX,1.0,high_confidence
B097XNM8J8,1.0,high_confidence
B097XXP5MC,1.0,high_confidence
B097ZVM2RQ,1.0,high_confidence
B098352R9H,1.0,high_confidence
B09875V3SL,1.0,high_confidence
B0987TPD3B,1.0,high_confidence
B098C1NG39,1.0,high_confidence
B098JDBZJQ,1.0,high_confidence
B098RQGZN9,1.0,high_confidence
B098WZ3TPN,1.0,high_confidence
B099DMTCXV,1.0,high_confidence
B09B1KSZHD,1.0,high_confidence
B09B1Q8X57,1.0,high_confidence
B09B9SXDFV,1.0,high_confidence
B09BB4X8ZY,1.0,high_confidence
B09BFDBRNW,1.0,high_confidence
B09BQ5QQT4,1.0,high_confidence
B09BQ74R56,1.0,high_confidence
B09C2XBL8R,1.0,high_confidence
B09C59JQCB,1.0,high_confidence
B09C5K3NJZ,1.0,high_confidence
B09CHB7Z8L,1.0,high_confidence
B09CHDM72F,1.0,high_confidence
B09CQGSBTN,1.0,high_confidence
B09CX17VFV,1.0,high_confidence
B09D82VVYT,1.0,high_confidence
B09D8NZQT7,1.0,high_confidence
B09DCBFKQK,1.0,high_confidence
B09DCLDB53,1.0,high_confidence
B09DJ159SZ,1.0,high_confidence
B09DXZYFFX,1.0,high_confidence
B09DYRGJMB,1.0,high_confidence
B09DYXPWPD,1.0,high_confidence
B09DZJ5X78,1.0,high_confidence
B09F3QLYHD,1.0,high_confidence
B09F65TGC4,1.0,high_confidence
B09FK4W3G5,1.0,high_confidence
B09FPQCD67,1.0,high_confidence
B09FT7XZSV,1.0,high_confidence
B09FWWS612,1.0,high_confidence
B09FXYPY7T,1.0,high_confidence
B09G35JD7R,1.0,high_confidence
B09GC1ZHD2,1.0,high_confidence
B09GF1RWH5,1.0,high_confidence
B09GNFWBJH,1.0,high_confidence
B09H227YL1,1.0,high_confidence
B09HCNNQKS,1.0,high_confidence
B09HNJVPMH,1.0,high_confidence
B09J1WMJDW,1.0,high_confidence
B09J2X3PPD,1.0,high_confidence
B09K8MQ55L,1.0,high_confidence
B09KJ768BN,1.0,high_confidence
B09KKVMMLX,1.0,high_confidence
B09KMD9JJW,1.0,high_confidence
B09KMNWJT9,1.0,high_confidence
B09KTF8PKB,1.0,high_confidence
B09KTSK8BK,1.0,high_confidence
B09KZZYDM2,1.0,high_confidence
B09L5KY5CH,1.0,high_confidence
B09M5XXWR3,1.0,high_confidence
B09M7HPXDL,1.0,high_confidence
B09M87PRJK,1.0,high_confidence
B09MK2LZ5V,1.0,high_confidence
B09MK7FQPY,1.0,high_confidence
B09MKCYGJL,1.0,high_confidence
B09MKQ84JV,1.0,high_confidence
B09MMRCQSS,1.0,high_confidence
B09MVF4SDH,1.0,high_confidence
B09MVGR2ZW,1.0,high_confidence
B09MW845GT,1.0,high_confidence
B09N6S5VY6,1.0,high_confidence
B09N76ZKV1,1.0,high_confidence
B09N8SYG7Q,1.0,high_confidence
B09NMYN81X,1.0,high_confidence
B09NNXKKG7,1.0,high_confidence
B09NR6KTX5,1.0,high_confidence
B09NX8D6DH,1.0,high_confidence
B09P3SVBZF,1.0,high_confidence
B09P4N3MFF,1.0,high_confidence
B09P81G2K9,1.0,high_confidence
B09P8D9QRS,1.0,high_confidence
B09P8N1RB5,1.0,high_confidence
B09PBMG996,1.0,high_confidence
B09PBRSYYQ,1.0,high_confidence
B09PD1NWB3,1.0,high_confidence
B09PHG92JB,1.0,high_confidence
B09PLBLL6H,1.0,high_confidence
B09PZH1MRM,1.0,high_confidence
B09Q11H2ST,1.0,high_confidence
B09Q7G1MMW,1.0,high_confidence
B09QFQ7YWQ,1.0,high_confidence
B09QHC6T6N,1.0,high_confidence
B09QHVJ4BZ,1.0,high_confidence
B09QKTM28X,1.0,high_confidence
B09QM6BZ99,1.0,high_confidence
B09QT6D6R3,1.0,high_confidence
B09RZSB9M4,1.0,high_confidence
B09S11CHMC,1.0,high_confidence
B09SH7SS4K,1.0,high_confidence
B09SKWZYD1,1.0,high_confidence
B09SS262CG,1.0,high_confidence
